iter	Passed	Remaining
1719	3388	16309
1720	3390	16307
1721	3391	16305
1722	3394	16304
1723	3395	16302
1724	3397	16300
1725	3399	16297
1726	3401	16295
1727	3403	16293
1728	3405	16291
1729	3407	16289
1730	3409	16287
1731	3411	16285
1732	3413	16283
1733	3415	16281
1734	3417	16279
1735	3419	16277
1736	3421	16275
1737	3423	16272
1738	3425	16270
1739	3427	16268
1740	3428	16266
1741	3431	16265
1742	3433	16264
1743	3435	16263
1744	3437	16260
1745	3439	16259
1746	3441	16257
1747	3443	16257
1748	3445	16255
1749	3447	16253
1750	3449	16251
1751	3451	16249
1752	3453	16247
1753	3455	16245
1754	3457	16244
1755	3459	16242
1756	3461	16240
1757	3463	16238
1758	3465	16236
1759	3467	16235
1760	3469	16232
1761	3471	16230
1762	3473	16228
1763	3475	16226
1764	3477	16224
1765	3479	16222
1766	3481	16220
1767	3483	16218
1768	3485	16216
1769	3487	16214
1770	3489	16212
1771	3491	16210
1772	3493	16208
1773	3495	16207
1774	3497	16205
1775	3499	16203
1776	3501	16201
1777	3503	16199
1778	3505	16197
1779	3506	16195
1780	3508	16193
1781	3510	16190
1782	3512	16188
1783	3514	16186
1784	3516	16184
1785	3518	16182
1786	3520	16180
1787	3522	16178
1788	3524	16176
1789	3526	16174
1790	3528	16172
1791	3530	16170
1792	3532	16168
1793	3534	16166
1794	3536	16164
1795	3538	16162
1796	3540	16160
1797	3542	16158
1798	3544	16156
1799	3546	16154
1800	3548	16152
1801	3550	16150
1802	3551	16148
1803	3553	16146
1804	3555	16144
1805	3557	16142
1806	3559	16140
1807	3561	16138
1808	3563	16136
1809	3565	16134
1810	3567	16132
1811	3569	16130
1812	3571	16128
1813	3573	16125
1814	3575	16123
1815	3577	16121
1816	3579	16119
1817	3581	16117
1818	3583	16115
1819	3585	16113
1820	3587	16111
1821	3589	16109
1822	3590	16107
1823	3593	16105
1824	3594	16103
1825	3596	16101
1826	3598	16099
1827	3600	16096
1828	3602	16094
1829	3604	16092
1830	3606	16090
1831	3608	16088
1832	3610	16086
1833	3612	16084
1834	3614	16082
1835	3616	16079
1836	3618	16077
1837	3620	16075
1838	3621	16073
1839	3623	16071
1840	3625	16069
1841	3627	16067
1842	3629	16065
1843	3631	16063
1844	3633	16060
1845	3635	16059
1846	3637	16056
1847	3639	16055
1848	3641	16052
1849	3643	16050
1850	3645	16048
1851	3647	16047
1852	3649	16045
1853	3651	16043
1854	3653	16041
1855	3655	16038
1856	3657	16036
1857	3659	16034
1858	3660	16032
1859	3662	16030
1860	3664	16028
1861	3666	16026
1862	3668	16024
1863	3670	16022
1864	3672	16020
1865	3674	16018
1866	3676	16016
1867	3678	16014
1868	3680	16012
1869	3682	16010
1870	3684	16008
1871	3686	16006
1872	3688	16004
1873	3690	16002
1874	3692	16000
1875	3694	15998
1876	3696	15996
1877	3698	15994
1878	3700	15991
1879	3702	15989
1880	3703	15987
1881	3705	15985
1882	3707	15983
1883	3709	15981
1884	3711	15979
1885	3713	15977
1886	3715	15975
1887	3717	15973
1888	3719	15971
1889	3721	15969
1890	3723	15967
1891	3725	15965
1892	3727	15963
1893	3729	15961
1894	3731	15959
1895	3733	15956
1896	3735	15955
1897	3737	15953
1898	3739	15951
1899	3741	15948
1900	3743	15946
1901	3744	15944
1902	3746	15942
1903	3748	15940
1904	3750	15938
1905	3752	15936
1906	3754	15934
1907	3756	15932
1908	3758	15930
1909	3760	15928
1910	3762	15926
1911	3764	15924
1912	3766	15921
1913	3768	15919
1914	3770	15917
1915	3772	15915
1916	3774	15913
1917	3776	15911
1918	3778	15909
1919	3779	15907
1920	3781	15905
1921	3783	15903
1922	3785	15900
1923	3787	15899
1924	3789	15896
1925	3791	15894
1926	3793	15892
1927	3795	15890
1928	3797	15888
1929	3799	15886
1930	3801	15884
1931	3803	15881
1932	3805	15879
1933	3806	15877
1934	3808	15875
1935	3810	15873
1936	3812	15871
1937	3814	15869
1938	3816	15867
1939	3818	15865
1940	3820	15863
1941	3822	15861
1942	3824	15860
1943	3826	15857
1944	3828	15855
1945	3830	15853
1946	3832	15851
1947	3834	15849
1948	3836	15847
1949	3838	15845
1950	3840	15843
1951	3842	15841
1952	3844	15839
1953	3846	15837
1954	3848	15835
1955	3849	15832
1956	3851	15831
1957	3853	15829
1958	3856	15827
1959	3858	15825
1960	3860	15823
1961	3861	15821
1962	3863	15820
1963	3865	15817
1964	3867	15815
1965	3869	15813
1966	3871	15811
1967	3873	15809
1968	3875	15807
1969	3877	15805
1970	3879	15803
1971	3881	15801
1972	3883	15799
1973	3885	15797
1974	3887	15795
1975	3889	15793
1976	3891	15791
1977	3893	15789
1978	3895	15787
1979	3897	15785
1980	3899	15783
1981	3901	15781
1982	3903	15779
1983	3905	15777
1984	3907	15776
1985	3908	15773
1986	3910	15771
1987	3912	15769
1988	3914	15767
1989	3916	15765
1990	3918	15763
1991	3920	15761
1992	3922	15759
1993	3924	15757
1994	3926	15755
1995	3928	15753
1996	3930	15751
1997	3932	15749
1998	3934	15748
1999	3936	15746
2000	3938	15744
2001	3940	15742
2002	3942	15740
2003	3944	15738
2004	3946	15736
2005	3948	15734
2006	3950	15732
2007	3952	15730
2008	3954	15728
2009	3956	15726
2010	3958	15724
2011	3960	15722
2012	3962	15720
2013	3964	15719
2014	3966	15716
2015	3968	15714
2016	3969	15712
2017	3971	15710
2018	3973	15708
2019	3975	15706
2020	3977	15704
2021	3979	15702
2022	3981	15700
2023	3983	15698
2024	3985	15695
2025	3987	15693
2026	3989	15691
2027	3991	15689
2028	3993	15687
2029	3995	15685
2030	3997	15683
2031	3998	15681
2032	4000	15678
2033	4002	15676
2034	4004	15674
2035	4006	15672
2036	4008	15670
2037	4010	15668
2038	4012	15666
2039	4014	15664
2040	4016	15662
2041	4018	15660
2042	4020	15658
2043	4022	15655
2044	4024	15654
2045	4026	15652
2046	4028	15649
2047	4030	15648
2048	4032	15646
2049	4034	15645
2050	4036	15643
2051	4038	15641
2052	4040	15639
2053	4042	15637
2054	4044	15635
2055	4045	15632
2056	4047	15630
2057	4049	15628
2058	4051	15626
2059	4053	15624
2060	4055	15622
2061	4057	15621
2062	4059	15619
2063	4061	15617
2064	4063	15614
2065	4065	15612
2066	4067	15610
2067	4069	15608
2068	4071	15606
2069	4073	15604
2070	4075	15602
2071	4077	15600
2072	4079	15598
2073	4081	15596
2074	4083	15594
2075	4085	15592
2076	4086	15590
2077	4088	15588
2078	4090	15585
2079	4092	15583
2080	4094	15581
2081	4096	15580
2082	4098	15577
2083	4100	15576
2084	4102	15574
2085	4104	15572
2086	4106	15570
2087	4108	15568
2088	4110	15566
2089	4112	15563
2090	4114	15562
2091	4116	15560
2092	4118	15558
2093	4120	15557
2094	4122	15555
2095	4124	15552
2096	4126	15550
2097	4128	15548
2098	4130	15546
2099	4131	15544
2100	4133	15542
2101	4135	15540
2102	4137	15538
2103	4139	15536
2104	4141	15533
2105	4143	15531
2106	4145	15529
2107	4147	15527
2108	4149	15525
2109	4151	15523
2110	4153	15521
2111	4155	15519
2112	4157	15518
2113	4159	15516
2114	4161	15514
2115	4163	15512
2116	4165	15509
2117	4167	15507
2118	4169	15505
2119	4171	15503
2120	4172	15501
2121	4174	15499
2122	4176	15497
2123	4178	15495
2124	4180	15493
2125	4182	15491
2126	4184	15488
2127	4186	15486
2128	4188	15484
2129	4190	15482
2130	4192	15480
2131	4194	15479
2132	4196	15477
2133	4198	15475
2134	4200	15472
2135	4202	15470
2136	4204	15468
2137	4206	15466
2138	4207	15464
2139	4209	15462
2140	4211	15460
2141	4213	15458
2142	4215	15455
2143	4217	15453
2144	4219	15451
2145	4221	15449
2146	4223	15447
2147	4225	15445
2148	4227	15443
2149	4229	15441
2150	4231	15439
2151	4233	15437
2152	4234	15435
2153	4236	15432
2154	4238	15430
2155	4240	15428
2156	4242	15426
2157	4244	15424
2158	4246	15422
2159	4248	15420
2160	4250	15418
2161	4252	15416
2162	4254	15414
2163	4256	15412
2164	4258	15410
2165	4260	15407
2166	4262	15405
2167	4264	15403
2168	4266	15402
2169	4267	15400
2170	4269	15398
2171	4271	15396
2172	4273	15394
2173	4275	15392
2174	4277	15389
2175	4279	15387
2176	4281	15385
2177	4283	15383
2178	4285	15381
2179	4287	15379
2180	4289	15377
2181	4291	15375
2182	4293	15373
2183	4295	15371
2184	4297	15368
2185	4299	15367
2186	4300	15364
2187	4302	15362
2188	4304	15360
2189	4306	15359
2190	4308	15356
2191	4310	15354
2192	4312	15352
2193	4314	15350
2194	4316	15348
2195	4318	15347
2196	4320	15345
2197	4322	15343
2198	4324	15341
2199	4326	15339
2200	4328	15337
2201	4330	15335
2202	4332	15333
2203	4334	15331
2204	4336	15329
2205	4338	15327
2206	4340	15325
2207	4342	15323
2208	4344	15321
2209	4346	15319
2210	4348	15317
2211	4349	15315
2212	4351	15313
2213	4353	15311
2214	4355	15309
2215	4357	15306
2216	4359	15304
2217	4361	15303
2218	4363	15301
2219	4365	15299
2220	4367	15297
2221	4369	15295
2222	4371	15293
2223	4373	15292
2224	4375	15290
2225	4377	15288
2226	4379	15286
2227	4381	15283
2228	4383	15281
2229	4385	15279
2230	4387	15277
2231	4389	15276
2232	4391	15274
2233	4393	15272
2234	4395	15270
2235	4397	15268
2236	4399	15266
2237	4401	15264
2238	4403	15262
2239	4405	15260
2240	4407	15259
2241	4409	15257
2242	4411	15255
2243	4413	15253
2244	4415	15251
2245	4417	15249
2246	4418	15247
2247	4420	15244
2248	4422	15242
2249	4424	15240
2250	4426	15238
2251	4428	15236
2252	4430	15234
2253	4432	15232
2254	4434	15230
2255	4436	15228
2256	4438	15226
2257	4440	15224
2258	4442	15222
2259	4444	15220
2260	4446	15218
2261	4448	15216
2262	4450	15214
2263	4451	15212
2264	4453	15210
2265	4455	15208
2266	4457	15206
2267	4459	15204
2268	4461	15202
2269	4463	15200
2270	4465	15198
2271	4467	15196
2272	4469	15194
2273	4471	15192
2274	4473	15190
2275	4475	15188
2276	4477	15186
2277	4479	15184
2278	4481	15182
2279	4483	15180
2280	4485	15177
2281	4487	15176
2282	4489	15173
2283	4491	15172
2284	4492	15169
2285	4494	15167
2286	4496	15165
2287	4498	15163
2288	4500	15161
2289	4502	15159
2290	4504	15157
2291	4506	15155
2292	4508	15153
2293	4510	15151
2294	4512	15149
2295	4514	15147
2296	4516	15145
2297	4518	15143
2298	4520	15141
2299	4522	15139
2300	4524	15137
2301	4526	15135
2302	4528	15133
2303	4530	15131
2304	4531	15129
2305	4533	15127
2306	4535	15125
2307	4537	15123
2308	4539	15121
2309	4541	15119
2310	4543	15117
2311	4545	15115
2312	4547	15113
2313	4549	15111
2314	4551	15109
2315	4553	15107
2316	4555	15105
2317	4557	15103
2318	4559	15101
2319	4561	15099
2320	4563	15097
2321	4565	15095
2322	4567	15093
2323	4568	15091
2324	4571	15089
2325	4572	15087
2326	4574	15085
2327	4576	15083
2328	4578	15080
2329	4580	15078
2330	4582	15077
2331	4584	15075
2332	4586	15073
2333	4588	15071
2334	4590	15068
2335	4592	15066
2336	4594	15064
2337	4596	15062
2338	4598	15060
2339	4600	15058
2340	4602	15056
2341	4604	15054
2342	4606	15053
2343	4608	15051
2344	4610	15049
2345	4612	15047
2346	4614	15045
2347	4616	15043
2348	4618	15041
2349	4620	15039
2350	4621	15037
2351	4623	15035
2352	4625	15033
2353	4627	15031
2354	4629	15029
2355	4631	15027
2356	4633	15025
2357	4635	15023
2358	4637	15021
2359	4639	15019
2360	4641	15017
2361	4643	15015
2362	4645	15013
2363	4647	15011
2364	4649	15009
2365	4651	15006
2366	4653	15005
2367	4655	15003
2368	4657	15001
2369	4658	14999
2370	4660	14996
2371	4662	14995
2372	4664	14993
2373	4666	14990
2374	4668	14989
2375	4670	14987
2376	4672	14985
2377	4674	14983
2378	4676	14981
2379	4678	14979
2380	4680	14977
2381	4682	14975
2382	4684	14973
2383	4686	14971
2384	4688	14969
2385	4690	14967
2386	4692	14965
2387	4694	14963
2388	4696	14961
2389	4698	14959
2390	4700	14957
2391	4702	14955
2392	4704	14953
2393	4705	14951
2394	4707	14949
2395	4709	14947
2396	4711	14945
2397	4713	14943
2398	4715	14941
2399	4717	14939
2400	4719	14937
2401	4721	14935
2402	4723	14932
2403	4725	14931
2404	4727	14929
2405	4729	14927
2406	4731	14925
2407	4733	14923
2408	4735	14921
2409	4737	14919
2410	4739	14917
2411	4741	14915
2412	4743	14913
2413	4745	14911
2414	4747	14909
2415	4748	14907
2416	4750	14905
2417	4752	14903
2418	4754	14901
2419	4756	14898
2420	4758	14897
2421	4760	14894
2422	4762	14892
2423	4764	14890
2424	4766	14888
2425	4768	14886
2426	4770	14884
2427	4772	14882
2428	4774	14880
2429	4776	14878
2430	4777	14876
2431	4779	14874
2432	4781	14872
2433	4783	14870
2434	4785	14868
2435	4787	14866
2436	4789	14864
2437	4791	14861
2438	4793	14860
2439	4795	14858
2440	4797	14855
2441	4799	14853
2442	4801	14851
2443	4803	14849
2444	4805	14847
2445	4807	14845
2446	4809	14843
2447	4810	14841
2448	4812	14839
2449	4814	14837
2450	4816	14835
2451	4818	14833
2452	4820	14831
2453	4822	14829
2454	4824	14827
2455	4826	14825
2456	4828	14823
2457	4830	14821
2458	4832	14819
2459	4834	14817
2460	4836	14815
2461	4838	14813
2462	4840	14811
2463	4842	14809
2464	4844	14807
2465	4846	14805
2466	4847	14803
2467	4849	14801
2468	4851	14799
2469	4853	14797
2470	4855	14794
2471	4857	14793
2472	4859	14791
2473	4861	14789
2474	4863	14787
2475	4865	14785
2476	4867	14783
2477	4869	14781
2478	4871	14779
2479	4873	14777
2480	4875	14775
2481	4877	14773
2482	4879	14771
2483	4881	14769
2484	4883	14767
2485	4885	14765
2486	4887	14763
2487	4889	14761
2488	4891	14759
2489	4892	14757
2490	4894	14755
2491	4896	14753
2492	4898	14751
2493	4900	14749
2494	4902	14747
2495	4904	14746
2496	4906	14743
2497	4908	14742
2498	4910	14740
2499	4912	14738
2500	4914	14736
2501	4916	14734
2502	4918	14732
2503	4920	14730
2504	4922	14727
2505	4924	14725
2506	4926	14724
2507	4928	14722
2508	4930	14720
2509	4932	14718
2510	4934	14717
2511	4936	14715
2512	4938	14713
2513	4940	14711
2514	4942	14709
2515	4944	14707
2516	4946	14705
2517	4948	14703
2518	4950	14701
2519	4952	14699
2520	4954	14697
2521	4956	14695
2522	4957	14693
2523	4959	14691
2524	4961	14689
2525	4963	14686
2526	4965	14684
2527	4967	14683
2528	4969	14681
2529	4971	14679
2530	4973	14677
2531	4975	14675
2532	4977	14673
2533	4979	14671
2534	4981	14669
2535	4983	14667
2536	4985	14665
2537	4987	14663
2538	4989	14661
2539	4991	14659
2540	4993	14657
2541	4995	14655
2542	4997	14653
2543	4999	14651
2544	5001	14649
2545	5003	14647
2546	5005	14645
2547	5006	14643
2548	5008	14641
2549	5010	14639
2550	5013	14638
2551	5014	14636
2552	5016	14634
2553	5018	14631
2554	5020	14629
2555	5022	14627
2556	5024	14625
2557	5026	14623
2558	5028	14621
2559	5030	14620
2560	5032	14618
2561	5034	14616
2562	5036	14613
2563	5038	14611
2564	5040	14609
2565	5042	14607
2566	5044	14605
2567	5046	14603
2568	5048	14601
2569	5050	14599
2570	5051	14597
2571	5053	14595
2572	5055	14593
2573	5057	14591
2574	5059	14589
2575	5061	14587
2576	5063	14586
2577	5065	14584
2578	5067	14582
2579	5069	14580
2580	5071	14578
2581	5073	14576
2582	5075	14574
2583	5077	14572
2584	5079	14570
2585	5081	14568
2586	5083	14566
2587	5085	14564
2588	5087	14562
2589	5089	14560
2590	5091	14559
2591	5093	14556
2592	5095	14554
2593	5097	14553
2594	5099	14551
2595	5101	14549
2596	5103	14547
2597	5105	14545
2598	5107	14543
2599	5109	14541
2600	5111	14539
2601	5113	14538
2602	5115	14535
2603	5117	14533
2604	5119	14531
2605	5121	14529
2606	5123	14528
2607	5125	14526
2608	5127	14524
2609	5129	14522
2610	5130	14520
2611	5132	14518
2612	5134	14516
2613	5136	14514
2614	5138	14512
2615	5140	14510
2616	5142	14508
2617	5144	14506
2618	5146	14504
2619	5148	14502
2620	5150	14500
2621	5152	14498
2622	5154	14496
2623	5156	14494
2624	5158	14492
2625	5160	14490
2626	5162	14488
2627	5164	14486
2628	5166	14484
2629	5168	14482
2630	5170	14480
2631	5172	14478
2632	5174	14476
2633	5176	14475
2634	5178	14473
2635	5180	14471
2636	5182	14469
2637	5184	14467
2638	5185	14465
2639	5187	14463
2640	5189	14461
2641	5191	14459
2642	5193	14457
2643	5195	14455
2644	5197	14453
2645	5199	14451
2646	5201	14449
2647	5203	14447
2648	5205	14445
2649	5207	14444
2650	5209	14442
2651	5211	14440
2652	5213	14438
2653	5215	14436
2654	5217	14434
2655	5219	14432
2656	5221	14430
2657	5223	14428
2658	5225	14426
2659	5227	14424
2660	5229	14422
2661	5231	14420
2662	5233	14418
2663	5235	14416
2664	5237	14414
2665	5239	14412
2666	5241	14410
2667	5243	14409
2668	5245	14407
2669	5247	14405
2670	5249	14403
2671	5251	14401
2672	5253	14399
2673	5254	14397
2674	5256	14395
2675	5258	14393
2676	5260	14391
2677	5262	14389
2678	5264	14387
2679	5266	14385
2680	5268	14383
2681	5270	14381
2682	5272	14379
2683	5274	14377
2684	5276	14375
2685	5278	14373
2686	5280	14371
2687	5282	14369
2688	5284	14367
2689	5286	14365
2690	5288	14363
2691	5290	14361
2692	5292	14359
2693	5294	14357
2694	5295	14355
2695	5297	14353
2696	5299	14351
2697	5301	14349
2698	5303	14347
2699	5305	14345
2700	5307	14343
2701	5309	14341
2702	5311	14339
2703	5313	14337
2704	5315	14335
2705	5317	14333
2706	5319	14331
2707	5321	14329
2708	5323	14327
2709	5325	14325
2710	5327	14323
2711	5329	14321
2712	5331	14319
2713	5333	14317
2714	5335	14315
2715	5337	14313
2716	5339	14311
2717	5340	14309
2718	5342	14307
2719	5344	14305
2720	5346	14303
2721	5348	14301
2722	5350	14299
2723	5352	14297
2724	5354	14296
2725	5356	14294
2726	5358	14292
2727	5360	14289
2728	5362	14288
2729	5364	14286
2730	5366	14284
2731	5368	14282
2732	5370	14280
2733	5372	14277
2734	5374	14275
2735	5376	14274
2736	5378	14271
2737	5380	14269
2738	5382	14268
2739	5384	14266
2740	5386	14264
2741	5388	14261
2742	5389	14259
2743	5391	14257
2744	5393	14255
2745	5395	14254
2746	5397	14252
2747	5399	14250
2748	5401	14248
2749	5403	14246
2750	5405	14244
2751	5407	14242
2752	5409	14240
2753	5411	14238
2754	5413	14236
2755	5415	14234
2756	5417	14232
2757	5419	14230
2758	5421	14228
2759	5423	14226
2760	5425	14224
2761	5427	14222
2762	5429	14220
2763	5431	14218
2764	5433	14216
2765	5435	14214
2766	5437	14212
2767	5439	14210
2768	5440	14208
2769	5442	14206
2770	5444	14204
2771	5446	14202
2772	5448	14200
2773	5450	14198
2774	5452	14196
2775	5454	14194
2776	5456	14192
2777	5458	14190
2778	5460	14188
2779	5462	14186
2780	5464	14184
2781	5466	14182
2782	5468	14180
2783	5470	14178
2784	5472	14176
2785	5474	14174
2786	5476	14172
2787	5478	14170
2788	5480	14168
2789	5482	14166
2790	5484	14164
2791	5485	14162
2792	5487	14160
2793	5489	14158
2794	5491	14157
2795	5493	14155
2796	5495	14152
2797	5497	14150
2798	5499	14148
2799	5501	14146
2800	5503	14145
2801	5505	14143
2802	5507	14141
2803	5509	14139
2804	5511	14137
2805	5513	14135
2806	5515	14133
2807	5517	14131
2808	5519	14129
2809	5521	14128
2810	5523	14126
2811	5525	14124
2812	5527	14122
2813	5529	14120
2814	5531	14118
2815	5533	14116
2816	5535	14114
2817	5537	14112
2818	5539	14110
2819	5541	14108
2820	5543	14106
2821	5545	14104
2822	5547	14102
2823	5548	14100
2824	5550	14098
2825	5552	14096
2826	5554	14094
2827	5556	14092
2828	5558	14089
2829	5560	14087
2830	5562	14085
2831	5564	14083
2832	5566	14081
2833	5568	14079
2834	5570	14077
2835	5572	14075
2836	5574	14073
2837	5576	14071
2838	5578	14069
2839	5579	14067
2840	5581	14065
2841	5583	14063
2842	5585	14061
2843	5587	14059
2844	5589	14057
2845	5591	14055
2846	5593	14054
2847	5595	14052
2848	5597	14050
2849	5599	14048
2850	5601	14046
2851	5603	14044
2852	5605	14042
2853	5607	14040
2854	5609	14038
2855	5611	14036
2856	5613	14034
2857	5615	14033
2858	5617	14030
2859	5619	14029
2860	5621	14027
2861	5623	14024
2862	5625	14023
2863	5627	14020
2864	5629	14018
2865	5631	14016
2866	5633	14014
2867	5635	14012
2868	5636	14010
2869	5638	14008
2870	5640	14007
2871	5643	14005
2872	5644	14003
2873	5646	14001
2874	5648	13999
2875	5650	13997
2876	5652	13995
2877	5654	13993
2878	5656	13991
2879	5658	13989
2880	5660	13988
2881	5662	13986
2882	5664	13984
2883	5666	13982
2884	5668	13980
2885	5670	13978
2886	5672	13976
2887	5674	13974
2888	5676	13972
2889	5678	13970
2890	5680	13968
2891	5682	13966
2892	5684	13964
2893	5686	13963
2894	5688	13961
2895	5690	13959
2896	5692	13957
2897	5694	13955
2898	5696	13953
2899	5698	13951
2900	5700	13949
2901	5702	13947
2902	5704	13945
2903	5706	13943
2904	5708	13941
2905	5710	13939
2906	5712	13937
2907	5714	13935
2908	5716	13933
2909	5717	13931
2910	5719	13929
2911	5721	13927
2912	5723	13925
2913	5725	13923
2914	5727	13921
2915	5729	13919
2916	5731	13917
2917	5733	13915
2918	5735	13913
2919	5737	13911
2920	5739	13909
2921	5741	13907
2922	5743	13904
2923	5745	13902
2924	5747	13900
2925	5749	13899
2926	5750	13896
2927	5752	13894
2928	5754	13892
2929	5756	13890
2930	5758	13888
2931	5760	13886
2932	5762	13884
2933	5764	13882
2934	5766	13880
2935	5768	13878
2936	5770	13876
2937	5772	13875
2938	5774	13873
2939	5776	13871
2940	5778	13868
2941	5780	13866
2942	5782	13864
2943	5784	13862
2944	5785	13860
2945	5787	13858
2946	5789	13856
2947	5791	13854
2948	5793	13852
2949	5795	13850
2950	5797	13849
2951	5799	13847
2952	5801	13844
2953	5803	13842
2954	5805	13840
2955	5807	13838
2956	5809	13836
2957	5811	13834
2958	5813	13832
2959	5815	13831
2960	5817	13828
2961	5819	13826
2962	5821	13824
2963	5823	13822
2964	5825	13820
2965	5826	13818
2966	5828	13816
2967	5830	13814
2968	5832	13812
2969	5834	13811
2970	5836	13809
2971	5838	13807
2972	5840	13805
2973	5842	13803
2974	5844	13801
2975	5846	13799
2976	5848	13797
2977	5850	13795
2978	5852	13793
2979	5854	13791
2980	5856	13789
2981	5858	13787
2982	5860	13785
2983	5862	13783
2984	5864	13781
2985	5866	13779
2986	5868	13777
2987	5870	13775
2988	5871	13773
2989	5873	13771
2990	5875	13769
2991	5877	13767
2992	5879	13765
2993	5881	13763
2994	5883	13761
2995	5885	13759
2996	5887	13757
2997	5889	13755
2998	5891	13753
2999	5893	13751
3000	5895	13749
3001	5897	13747
3002	5899	13745
3003	5901	13743
3004	5903	13741
3005	5905	13739
3006	5907	13737
3007	5909	13735
3008	5911	13733
3009	5912	13731
3010	5914	13729
3011	5916	13727
3012	5918	13725
3013	5920	13723
3014	5922	13721
3015	5924	13719
3016	5926	13717
3017	5928	13715
3018	5930	13713
3019	5932	13711
3020	5934	13709
3021	5936	13707
3022	5938	13705
3023	5940	13703
3024	5942	13702
3025	5944	13700
3026	5946	13697
3027	5948	13695
3028	5950	13694
3029	5952	13692
3030	5954	13690
3031	5956	13688
3032	5958	13686
3033	5960	13684
3034	5962	13682
3035	5964	13680
3036	5966	13678
3037	5967	13676
3038	5969	13674
3039	5971	13672
3040	5973	13670
3041	5975	13668
3042	5977	13666
3043	5979	13664
3044	5981	13663
3045	5983	13661
3046	5985	13659
3047	5987	13657
3048	5989	13655
3049	5991	13653
3050	5993	13651
3051	5995	13649
3052	5997	13647
3053	5999	13645
3054	6001	13643
3055	6003	13641
3056	6005	13639
3057	6007	13637
3058	6009	13635
3059	6011	13633
3060	6013	13631
3061	6015	13629
3062	6017	13627
3063	6019	13625
3064	6021	13623
3065	6023	13621
3066	6024	13619
3067	6026	13617
3068	6028	13615
3069	6030	13613
3070	6032	13611
3071	6034	13609
3072	6036	13607
3073	6038	13605
3074	6040	13604
3075	6042	13602
3076	6044	13600
3077	6046	13598
3078	6048	13596
3079	6050	13594
3080	6052	13592
3081	6054	13590
3082	6056	13588
3083	6058	13586
3084	6060	13584
3085	6062	13582
3086	6064	13580
3087	6066	13578
3088	6068	13576
3089	6070	13574
3090	6072	13572
3091	6074	13570
3092	6076	13568
3093	6078	13566
3094	6080	13565
3095	6082	13563
3096	6084	13561
3097	6086	13559
3098	6088	13557
3099	6090	13555
3100	6092	13553
3101	6093	13551
3102	6095	13549
3103	6097	13547
3104	6099	13545
3105	6101	13543
3106	6103	13541
3107	6105	13539
3108	6107	13537
3109	6109	13535
3110	6111	13533
3111	6113	13531
3112	6115	13529
3113	6117	13527
3114	6119	13525
3115	6121	13523
3116	6123	13521
3117	6125	13519
3118	6127	13517
3119	6129	13515
3120	6131	13513
3121	6133	13511
3122	6135	13509
3123	6137	13507
3124	6139	13505
3125	6141	13504
3126	6143	13502
3127	6145	13500
3128	6146	13498
3129	6148	13496
3130	6150	13494
3131	6152	13492
3132	6154	13490
3133	6156	13488
3134	6158	13486
3135	6160	13484
3136	6162	13482
3137	6164	13480
3138	6166	13478
3139	6168	13476
3140	6170	13474
3141	6172	13472
3142	6174	13470
3143	6176	13468
3144	6178	13466
3145	6180	13464
3146	6182	13462
3147	6184	13460
3148	6186	13458
3149	6188	13456
3150	6190	13454
3151	6192	13452
3152	6194	13450
3153	6196	13448
3154	6197	13446
3155	6199	13444
3156	6201	13442
3157	6203	13440
3158	6205	13439
3159	6207	13437
3160	6209	13435
3161	6211	13433
3162	6213	13431
3163	6215	13429
3164	6217	13427
3165	6219	13425
3166	6221	13423
3167	6223	13421
3168	6225	13419
3169	6227	13417
3170	6229	13415
3171	6231	13413
3172	6233	13411
3173	6235	13409
3174	6237	13407
3175	6239	13405
3176	6241	13403
3177	6243	13401
3178	6245	13400
3179	6247	13397
3180	6249	13395
3181	6251	13393
3182	6252	13391
3183	6254	13389
3184	6256	13388
3185	6259	13386
3186	6261	13384
3187	6263	13382
3188	6265	13380
3189	6267	13378
3190	6268	13376
3191	6270	13374
3192	6272	13372
3193	6274	13370
3194	6276	13368
3195	6278	13366
3196	6280	13365
3197	6282	13363
3198	6284	13361
3199	6286	13359
3200	6288	13357
3201	6290	13355
3202	6292	13353
3203	6294	13351
3204	6296	13349
3205	6298	13347
3206	6300	13345
3207	6302	13343
3208	6304	13341
3209	6306	13339
3210	6308	13337
3211	6310	13335
3212	6312	13333
3213	6314	13331
3214	6316	13329
3215	6318	13327
3216	6320	13325
3217	6321	13323
3218	6323	13321
3219	6325	13319
3220	6327	13317
3221	6329	13315
3222	6331	13313
3223	6333	13311
3224	6335	13309
3225	6337	13307
3226	6339	13305
3227	6341	13303
3228	6343	13301
3229	6345	13299
3230	6347	13297
3231	6349	13295
3232	6351	13293
3233	6353	13292
3234	6355	13290
3235	6357	13288
3236	6359	13286
3237	6361	13284
3238	6363	13282
3239	6365	13280
3240	6367	13278
3241	6369	13276
3242	6371	13274
3243	6373	13272
3244	6375	13270
3245	6376	13268
3246	6378	13266
3247	6381	13265
3248	6383	13263
3249	6384	13261
3250	6387	13259
3251	6389	13257
3252	6391	13255
3253	6393	13253
3254	6395	13251
3255	6397	13249
3256	6399	13247
3257	6401	13246
3258	6402	13244
3259	6404	13242
3260	6406	13240
3261	6408	13238
3262	6410	13236
3263	6412	13234
3264	6414	13232
3265	6416	13230
3266	6418	13228
3267	6420	13226
3268	6422	13224
3269	6424	13222
3270	6426	13220
3271	6428	13218
3272	6430	13216
